Eqp_Key,Call_Key,Operating_Time,Networking_Time,First_Move_Eqp_Dt_Year,First_Move_Eqp_Dt_YearMonth,First_Move_Eqp_Dt_YearMonthDay,Last_Move_Eqp_Dt_Year,Last_Move_Eqp_Dt_YearMonth,Last_Move_Eqp_Dt_YearMonthDay,Last_Move_Eqp_Dt_WeekThursday,Eqp_Call_Key,Eqp_ID,Eqp_Type_Custom
1271,39816,8.38,8.38,2023,2023-01,01/19/2023 00:00:00,2023,2023-01,01/20/2023 00:00:00,2023 - Week 04,1271_39816,CR1,STS
1271,39818,22.56,22.3,2023,2023-01,01/21/2023 00:00:00,2023,2023-01,01/22/2023 00:00:00,2023 - Week 04,1271_39818,CR1,STS
1271,39824,3.7,3.7,2023,2023-01,01/31/2023 00:00:00,2023,2023-01,01/31/2023 00:00:00,2023 - Week 05,1271_39824,CR1,STS
1271,39826,10.81,10.81,2023,2023-01,01/27/2023 00:00:00,2023,2023-01,01/27/2023 00:00:00,2023 - Week 05,1271_39826,CR1,STS
1271,39832,26.95,26.95,2023,2023-01,01/23/2023 00:00:00,2023,2023-01,01/24/2023 00:00:00,2023 - Week 04,1271_39832,CR1,STS
1271,39882,35.41,31.21,2023,2023-02,02/02/2023 00:00:00,2023,2023-02,02/04/2023 00:00:00,2023 - Week 06,1271_39882,CR1,STS
1271,39894,15.53,15.45,2023,2023-02,02/09/2023 00:00:00,2023,2023-02,02/10/2023 00:00:00,2023 - Week 07,1271_39894,CR1,STS
1271,39896,31.36,30.61,2023,2023-02,02/14/2023 00:00:00,2023,2023-02,02/16/2023 00:00:00,2023 - Week 08,1271_39896,CR1,STS
1271,39904,13.73,13.73,2023,2023-02,02/21/2023 00:00:00,2023,2023-02,02/22/2023 00:00:00,2023 - Week 08,1271_39904,CR1,STS
1271,39906,32.28,32.28,2023,2023-03,03/01/2023 00:00:00,2023,2023-03,03/02/2023 00:00:00,2023 - Week 10,1271_39906,CR1,STS
1271,39968,7.0,7.0,2023,2023-03,03/05/2023 00:00:00,2023,2023-03,03/06/2023 00:00:00,2023 - Week 10,1271_39968,CR1,STS
1271,39973,36.18,32.03,2023,2023-03,03/08/2023 00:00:00,2023,2023-03,03/10/2023 00:00:00,2023 - Week 11,1271_39973,CR1,STS
1271,39980,26.95,26.95,2023,2023-03,03/13/2023 00:00:00,2023,2023-03,03/14/2023 00:00:00,2023 - Week 11,1271_39980,CR1,STS
1271,39983,9.23,9.23,2023,2023-03,03/17/2023 00:00:00,2023,2023-03,03/18/2023 00:00:00,2023 - Week 12,1271_39983,CR1,STS
1271,39985,36.81,36.66,2023,2023-03,03/22/2023 00:00:00,2023,2023-03,03/23/2023 00:00:00,2023 - Week 13,1271_39985,CR1,STS
1271,39989,41.93,40.56,2023,2023-03,03/28/2023 00:00:00,2023,2023-03,03/30/2023 00:00:00,2023 - Week 14,1271_39989,CR1,STS
1271,40054,45.28,45.05,2023,2023-04,04/04/2023 00:00:00,2023,2023-04,04/06/2023 00:00:00,2023 - Week 15,1271_40054,CR1,STS
1271,40063,31.65,29.46,2023,2023-04,04/11/2023 00:00:00,2023,2023-04,04/13/2023 00:00:00,2023 - Week 16,1271_40063,CR1,STS
1271,40085,14.46,14.46,2023,2023-04,04/27/2023 00:00:00,2023,2023-04,04/27/2023 00:00:00,2023 - Week 18,1271_40085,CR1,STS
1271,40151,21.16,21.16,2023,2023-05,05/04/2023 00:00:00,2023,2023-05,05/05/2023 00:00:00,2023 - Week 19,1271_40151,CR1,STS
1271,40156,34.46,34.46,2023,2023-05,05/10/2023 00:00:00,2023,2023-05,05/12/2023 00:00:00,2023 - Week 20,1271_40156,CR1,STS
1271,40157,9.7,9.7,2023,2023-05,05/12/2023 00:00:00,2023,2023-05,05/13/2023 00:00:00,2023 - Week 20,1271_40157,CR1,STS
1271,40159,35.41,35.41,2023,2023-05,05/17/2023 00:00:00,2023,2023-05,05/19/2023 00:00:00,2023 - Week 21,1271_40159,CR1,STS
1271,40168,4.28,4.28,2023,2023-05,05/25/2023 00:00:00,2023,2023-05,05/25/2023 00:00:00,2023 - Week 22,1271_40168,CR1,STS
1271,40177,46.7,46.21,2023,2023-05,05/28/2023 00:00:00,2023,2023-05,05/30/2023 00:00:00,2023 - Week 22,1271_40177,CR1,STS
1271,40180,43.18,42.18,2023,2023-06,06/02/2023 00:00:00,2023,2023-06,06/04/2023 00:00:00,2023 - Week 23,1271_40180,CR1,STS
1271,40243,6.71,6.71,2023,2023-06,06/11/2023 00:00:00,2023,2023-06,06/11/2023 00:00:00,2023 - Week 24,1271_40243,CR1,STS
1271,40250,21.75,20.85,2023,2023-06,06/07/2023 00:00:00,2023,2023-06,06/08/2023 00:00:00,2023 - Week 24,1271_40250,CR1,STS
1271,40252,72.6,68.26,2023,2023-06,06/15/2023 00:00:00,2023,2023-06,06/18/2023 00:00:00,2023 - Week 25,1271_40252,CR1,STS
1271,40258,118.51,117.55,2023,2023-06,06/29/2023 00:00:00,2023,2023-07,07/04/2023 00:00:00,2023 - Week 27,1271_40258,CR1,STS
1271,40263,18.55,18.55,2023,2023-06,06/20/2023 00:00:00,2023,2023-06,06/21/2023 00:00:00,2023 - Week 25,1271_40263,CR1,STS
1271,40264,42.71,41.65,2023,2023-06,06/13/2023 00:00:00,2023,2023-06,06/14/2023 00:00:00,2023 - Week 24,1271_40264,CR1,STS
1271,40267,64.03,63.33,2023,2023-06,06/21/2023 00:00:00,2023,2023-06,06/24/2023 00:00:00,2023 - Week 26,1271_40267,CR1,STS
1271,40276,45.18,44.91,2023,2023-06,06/25/2023 00:00:00,2023,2023-06,06/27/2023 00:00:00,2023 - Week 26,1271_40276,CR1,STS
1271,40279,38.75,35.55,2023,2023-07,07/14/2023 00:00:00,2023,2023-07,07/15/2023 00:00:00,2023 - Week 29,1271_40279,CR1,STS
1271,40352,8.06,8.06,2023,2023-07,07/05/2023 00:00:00,2023,2023-07,07/05/2023 00:00:00,2023 - Week 27,1271_40352,CR1,STS
1271,40354,36.55,35.81,2023,2023-06,06/27/2023 00:00:00,2023,2023-06,06/29/2023 00:00:00,2023 - Week 27,1271_40354,CR1,STS
1271,40360,64.63,64.01,2023,2023-07,07/09/2023 00:00:00,2023,2023-07,07/12/2023 00:00:00,2023 - Week 28,1271_40360,CR1,STS
1271,40364,22.8,22.68,2023,2023-07,07/12/2023 00:00:00,2023,2023-07,07/13/2023 00:00:00,2023 - Week 29,1271_40364,CR1,STS
1271,40366,42.31,41.26,2023,2023-07,07/07/2023 00:00:00,2023,2023-07,07/09/2023 00:00:00,2023 - Week 28,1271_40366,CR1,STS
1271,40371,15.33,15.33,2023,2023-07,07/16/2023 00:00:00,2023,2023-07,07/16/2023 00:00:00,2023 - Week 29,1271_40371,CR1,STS
1271,40372,43.56,42.85,2023,2023-07,07/23/2023 00:00:00,2023,2023-07,07/25/2023 00:00:00,2023 - Week 30,1271_40372,CR1,STS
1271,40374,63.91,63.03,2023,2023-07,07/19/2023 00:00:00,2023,2023-07,07/22/2023 00:00:00,2023 - Week 30,1271_40374,CR1,STS
1271,40382,20.81,20.51,2023,2023-08,08/03/2023 00:00:00,2023,2023-08,08/04/2023 00:00:00,2023 - Week 32,1271_40382,CR1,STS
1271,40386,68.46,68.46,2023,2023-07,07/26/2023 00:00:00,2023,2023-07,07/29/2023 00:00:00,2023 - Week 31,1271_40386,CR1,STS
1271,40391,21.7,21.7,2023,2023-08,08/01/2023 00:00:00,2023,2023-08,08/02/2023 00:00:00,2023 - Week 31,1271_40391,CR1,STS
1271,40393,47.33,39.31,2023,2023-07,07/30/2023 00:00:00,2023,2023-08,08/01/2023 00:00:00,2023 - Week 31,1271_40393,CR1,STS
1271,40396,59.23,58.61,2023,2023-08,08/07/2023 00:00:00,2023,2023-08,08/09/2023 00:00:00,2023 - Week 32,1271_40396,CR1,STS
1271,40456,55.03,54.56,2023,2023-08,08/04/2023 00:00:00,2023,2023-08,08/07/2023 00:00:00,2023 - Week 32,1271_40456,CR1,STS
1271,40462,36.53,36.53,2023,2023-08,08/13/2023 00:00:00,2023,2023-08,08/14/2023 00:00:00,2023 - Week 33,1271_40462,CR1,STS
1271,40464,38.15,38.1,2023,2023-08,08/21/2023 00:00:00,2023,2023-08,08/22/2023 00:00:00,2023 - Week 34,1271_40464,CR1,STS
1271,40469,0.0,0.0,2023,2023-08,08/10/2023 00:00:00,2023,2023-08,08/10/2023 00:00:00,2023 - Week 33,1271_40469,CR1,STS
1271,40471,67.41,66.25,2023,2023-08,08/10/2023 00:00:00,2023,2023-08,08/13/2023 00:00:00,2023 - Week 33,1271_40471,CR1,STS
1271,40476,23.0,23.0,2023,2023-08,08/19/2023 00:00:00,2023,2023-08,08/20/2023 00:00:00,2023 - Week 34,1271_40476,CR1,STS
1271,40479,45.81,45.6,2023,2023-08,08/27/2023 00:00:00,2023,2023-08,08/29/2023 00:00:00,2023 - Week 35,1271_40479,CR1,STS
1271,40481,65.68,64.06,2023,2023-09,09/13/2023 00:00:00,2023,2023-09,09/15/2023 00:00:00,2023 - Week 38,1271_40481,CR1,STS
1271,40484,62.16,61.15,2023,2023-08,08/16/2023 00:00:00,2023,2023-08,08/19/2023 00:00:00,2023 - Week 34,1271_40484,CR1,STS
1271,40491,73.73,66.88,2023,2023-08,08/31/2023 00:00:00,2023,2023-09,09/03/2023 00:00:00,2023 - Week 36,1271_40491,CR1,STS
1271,40494,41.56,41.31,2023,2023-09,09/04/2023 00:00:00,2023,2023-09,09/06/2023 00:00:00,2023 - Week 36,1271_40494,CR1,STS
1271,40495,17.95,17.95,2023,2023-08,08/30/2023 00:00:00,2023,2023-08,08/30/2023 00:00:00,2023 - Week 35,1271_40495,CR1,STS
1271,40497,19.66,19.66,2023,2023-09,09/03/2023 00:00:00,2023,2023-09,09/04/2023 00:00:00,2023 - Week 36,1271_40497,CR1,STS
1271,40498,72.78,72.73,2023,2023-08,08/24/2023 00:00:00,2023,2023-08,08/27/2023 00:00:00,2023 - Week 35,1271_40498,CR1,STS
1271,40506,32.36,31.85,2023,2023-09,09/09/2023 00:00:00,2023,2023-09,09/11/2023 00:00:00,2023 - Week 37,1271_40506,CR1,STS
1271,40546,1.93,1.93,2023,2023-08,08/31/2023 00:00:00,2023,2023-08,08/31/2023 00:00:00,2023 - Week 36,1271_40546,CR1,STS
1271,40551,51.76,51.73,2023,2023-09,09/06/2023 00:00:00,2023,2023-09,09/09/2023 00:00:00,2023 - Week 37,1271_40551,CR1,STS
1271,40560,72.1,66.63,2023,2023-09,09/16/2023 00:00:00,2023,2023-09,09/19/2023 00:00:00,2023 - Week 38,1271_40560,CR1,STS
1271,40562,33.33,32.63,2023,2023-09,09/11/2023 00:00:00,2023,2023-09,09/12/2023 00:00:00,2023 - Week 37,1271_40562,CR1,STS
1271,40563,46.75,45.55,2023,2023-09,09/22/2023 00:00:00,2023,2023-09,09/24/2023 00:00:00,2023 - Week 39,1271_40563,CR1,STS
1271,40565,33.35,33.13,2023,2023-09,09/24/2023 00:00:00,2023,2023-09,09/26/2023 00:00:00,2023 - Week 39,1271_40565,CR1,STS
1271,40570,52.58,51.91,2023,2023-09,09/20/2023 00:00:00,2023,2023-09,09/22/2023 00:00:00,2023 - Week 39,1271_40570,CR1,STS
1271,40571,38.63,38.41,2023,2023-09,09/26/2023 00:00:00,2023,2023-09,09/28/2023 00:00:00,2023 - Week 40,1271_40571,CR1,STS
1271,40573,53.26,52.38,2023,2023-09,09/30/2023 00:00:00,2023,2023-10,10/03/2023 00:00:00,2023 - Week 40,1271_40573,CR1,STS
1271,40574,57.56,53.8,2023,2023-09,09/28/2023 00:00:00,2023,2023-09,09/30/2023 00:00:00,2023 - Week 40,1271_40574,CR1,STS
1271,40577,33.66,33.13,2023,2023-10,10/04/2023 00:00:00,2023,2023-10,10/06/2023 00:00:00,2023 - Week 41,1271_40577,CR1,STS
1271,40580,28.91,27.88,2023,2023-10,10/09/2023 00:00:00,2023,2023-10,10/10/2023 00:00:00,2023 - Week 41,1271_40580,CR1,STS
1271,40583,58.03,53.83,2023,2023-10,10/06/2023 00:00:00,2023,2023-10,10/08/2023 00:00:00,2023 - Week 41,1271_40583,CR1,STS
1271,45769,60.13,59.01,2023,2023-10,10/23/2023 00:00:00,2023,2023-10,10/26/2023 00:00:00,2023 - Week 44,1271_45769,CR1,STS
1271,45814,61.45,60.83,2023,2023-10,10/14/2023 00:00:00,2023,2023-10,10/17/2023 00:00:00,2023 - Week 42,1271_45814,CR1,STS
1271,45815,53.76,53.76,2023,2023-10,10/11/2023 00:00:00,2023,2023-10,10/14/2023 00:00:00,2023 - Week 42,1271_45815,CR1,STS
1271,45816,44.3,43.7,2023,2023-10,10/17/2023 00:00:00,2023,2023-10,10/19/2023 00:00:00,2023 - Week 43,1271_45816,CR1,STS
1271,45889,60.58,58.5,2023,2023-10,10/19/2023 00:00:00,2023,2023-10,10/22/2023 00:00:00,2023 - Week 43,1271_45889,CR1,STS
1271,45976,3.36,3.36,2023,2023-10,10/19/2023 00:00:00,2023,2023-10,10/19/2023 00:00:00,2023 - Week 43,1271_45976,CR1,STS
1271,46030,28.23,27.66,2023,2023-10,10/22/2023 00:00:00,2023,2023-10,10/23/2023 00:00:00,2023 - Week 43,1271_46030,CR1,STS
1271,46059,39.68,38.65,2023,2023-10,10/28/2023 00:00:00,2023,2023-10,10/30/2023 00:00:00,2023 - Week 44,1271_46059,CR1,STS
1271,46060,37.81,37.56,2023,2023-10,10/26/2023 00:00:00,2023,2023-10,10/28/2023 00:00:00,2023 - Week 44,1271_46060,CR1,STS
1271,46082,96.96,48.96,2023,2023-11,11/01/2023 00:00:00,2023,2023-11,11/05/2023 00:00:00,2023 - Week 45,1271_46082,CR1,STS
1271,46179,34.0,28.5,2023,2023-11,11/06/2023 00:00:00,2023,2023-11,11/07/2023 00:00:00,2023 - Week 45,1271_46179,CR1,STS
1271,46181,52.26,49.56,2023,2023-11,11/09/2023 00:00:00,2023,2023-11,11/12/2023 00:00:00,2023 - Week 46,1271_46181,CR1,STS
1271,83185,43.05,43.05,2023,2023-11,11/07/2023 00:00:00,2023,2023-11,11/09/2023 00:00:00,2023 - Week 46,1271_83185,CR1,STS
1272,157000,8.85,8.85,2023,2023-11,11/20/2023 00:00:00,2023,2023-11,11/21/2023 00:00:00,2023 - Week 47,1272_157000,CR2,STS
1272,157111,44.18,42.56,2023,2023-11,11/12/2023 00:00:00,2023,2023-11,11/14/2023 00:00:00,2023 - Week 46,1272_157111,CR2,STS
1272,157112,29.31,29.21,2023,2023-11,11/14/2023 00:00:00,2023,2023-11,11/16/2023 00:00:00,2023 - Week 47,1272_157112,CR2,STS
1272,157113,45.91,45.3,2023,2023-11,11/17/2023 00:00:00,2023,2023-11,11/19/2023 00:00:00,2023 - Week 47,1272_157113,CR2,STS
1272,157114,21.1,21.1,2023,2023-11,11/20/2023 00:00:00,2023,2023-11,11/20/2023 00:00:00,2023 - Week 47,1272_157114,CR2,STS
1272,157225,48.06,47.68,2023,2023-11,11/22/2023 00:00:00,2023,2023-11,11/24/2023 00:00:00,2023 - Week 48,1272_157225,CR2,STS
1272,39643,15.3,14.37,2022,2022-11,11/24/2022 00:00:00,2022,2022-11,11/25/2022 00:00:00,2022 - Week 48,1272_39643,CR2,STS
1272,39704,7.42,7.42,2022,2022-12,12/22/2022 00:00:00,2022,2022-12,12/22/2022 00:00:00,2022 - Week 52,1272_39704,CR2,STS
1272,39706,32.07,31.98,2022,2022-12,12/27/2022 00:00:00,2022,2022-12,12/29/2022 00:00:00,2023 - Week 01,1272_39706,CR2,STS
1272,39796,5.71,5.71,2023,2023-01,01/05/2023 00:00:00,2023,2023-01,01/06/2023 00:00:00,2023 - Week 02,1272_39796,CR2,STS
1272,39802,31.36,31.36,2023,2023-01,01/11/2023 00:00:00,2023,2023-01,01/12/2023 00:00:00,2023 - Week 03,1272_39802,CR2,STS
1272,39806,7.75,7.75,2023,2023-01,01/15/2023 00:00:00,2023,2023-01,01/15/2023 00:00:00,2023 - Week 03,1272_39806,CR2,STS
1272,39816,7.78,7.78,2023,2023-01,01/19/2023 00:00:00,2023,2023-01,01/20/2023 00:00:00,2023 - Week 04,1272_39816,CR2,STS
1272,39818,21.63,21.63,2023,2023-01,01/21/2023 00:00:00,2023,2023-01,01/22/2023 00:00:00,2023 - Week 04,1272_39818,CR2,STS
1272,39824,23.21,23.21,2023,2023-01,01/31/2023 00:00:00,2023,2023-02,02/01/2023 00:00:00,2023 - Week 05,1272_39824,CR2,STS
1272,39826,9.43,9.43,2023,2023-01,01/27/2023 00:00:00,2023,2023-01,01/27/2023 00:00:00,2023 - Week 05,1272_39826,CR2,STS
1272,39832,29.13,29.03,2023,2023-01,01/23/2023 00:00:00,2023,2023-01,01/24/2023 00:00:00,2023 - Week 04,1272_39832,CR2,STS
1272,39882,36.06,35.51,2023,2023-02,02/02/2023 00:00:00,2023,2023-02,02/04/2023 00:00:00,2023 - Week 06,1272_39882,CR2,STS
1272,39894,15.45,15.45,2023,2023-02,02/09/2023 00:00:00,2023,2023-02,02/10/2023 00:00:00,2023 - Week 07,1272_39894,CR2,STS
1272,39896,29.96,28.96,2023,2023-02,02/14/2023 00:00:00,2023,2023-02,02/16/2023 00:00:00,2023 - Week 08,1272_39896,CR2,STS
1272,39904,15.2,15.2,2023,2023-02,02/21/2023 00:00:00,2023,2023-02,02/22/2023 00:00:00,2023 - Week 08,1272_39904,CR2,STS
1272,39905,11.96,11.65,2023,2023-02,02/23/2023 00:00:00,2023,2023-02,02/24/2023 00:00:00,2023 - Week 09,1272_39905,CR2,STS
1272,39906,30.91,30.91,2023,2023-02,02/28/2023 00:00:00,2023,2023-03,03/02/2023 00:00:00,2023 - Week 10,1272_39906,CR2,STS
1272,39968,7.18,7.18,2023,2023-03,03/05/2023 00:00:00,2023,2023-03,03/06/2023 00:00:00,2023 - Week 10,1272_39968,CR2,STS
1272,39973,37.35,34.18,2023,2023-03,03/08/2023 00:00:00,2023,2023-03,03/10/2023 00:00:00,2023 - Week 11,1272_39973,CR2,STS
1272,39980,26.2,26.0,2023,2023-03,03/13/2023 00:00:00,2023,2023-03,03/14/2023 00:00:00,2023 - Week 11,1272_39980,CR2,STS
1272,39983,9.08,9.08,2023,2023-03,03/17/2023 00:00:00,2023,2023-03,03/18/2023 00:00:00,2023 - Week 12,1272_39983,CR2,STS
1272,39985,36.91,36.46,2023,2023-03,03/22/2023 00:00:00,2023,2023-03,03/23/2023 00:00:00,2023 - Week 13,1272_39985,CR2,STS
1272,39989,40.6,39.55,2023,2023-03,03/28/2023 00:00:00,2023,2023-03,03/30/2023 00:00:00,2023 - Week 14,1272_39989,CR2,STS
1272,40054,42.88,42.63,2023,2023-04,04/04/2023 00:00:00,2023,2023-04,04/06/2023 00:00:00,2023 - Week 15,1272_40054,CR2,STS
1272,40063,40.83,40.13,2023,2023-04,04/11/2023 00:00:00,2023,2023-04,04/13/2023 00:00:00,2023 - Week 16,1272_40063,CR2,STS
1272,40084,39.5,39.43,2023,2023-05,05/02/2023 00:00:00,2023,2023-05,05/04/2023 00:00:00,2023 - Week 19,1272_40084,CR2,STS
1272,40085,44.96,44.61,2023,2023-04,04/27/2023 00:00:00,2023,2023-04,04/28/2023 00:00:00,2023 - Week 18,1272_40085,CR2,STS
1272,40151,15.46,15.46,2023,2023-05,05/04/2023 00:00:00,2023,2023-05,05/05/2023 00:00:00,2023 - Week 19,1272_40151,CR2,STS
1272,40153,37.46,36.48,2023,2023-05,05/06/2023 00:00:00,2023,2023-05,05/08/2023 00:00:00,2023 - Week 19,1272_40153,CR2,STS
1272,40156,33.3,33.06,2023,2023-05,05/10/2023 00:00:00,2023,2023-05,05/12/2023 00:00:00,2023 - Week 20,1272_40156,CR2,STS
1272,40157,8.83,8.68,2023,2023-05,05/12/2023 00:00:00,2023,2023-05,05/13/2023 00:00:00,2023 - Week 20,1272_40157,CR2,STS
1272,40159,35.26,30.3,2023,2023-05,05/17/2023 00:00:00,2023,2023-05,05/19/2023 00:00:00,2023 - Week 21,1272_40159,CR2,STS
1272,40166,33.13,32.2,2023,2023-05,05/22/2023 00:00:00,2023,2023-05,05/24/2023 00:00:00,2023 - Week 21,1272_40166,CR2,STS
1272,40168,56.1,53.55,2023,2023-05,05/25/2023 00:00:00,2023,2023-05,05/27/2023 00:00:00,2023 - Week 22,1272_40168,CR2,STS
1272,40177,42.15,41.96,2023,2023-05,05/28/2023 00:00:00,2023,2023-05,05/30/2023 00:00:00,2023 - Week 22,1272_40177,CR2,STS
1272,40180,52.0,50.2,2023,2023-06,06/02/2023 00:00:00,2023,2023-06,06/05/2023 00:00:00,2023 - Week 23,1272_40180,CR2,STS
1272,40243,6.93,6.93,2023,2023-06,06/11/2023 00:00:00,2023,2023-06,06/11/2023 00:00:00,2023 - Week 24,1272_40243,CR2,STS
1272,40250,50.31,49.9,2023,2023-06,06/07/2023 00:00:00,2023,2023-06,06/09/2023 00:00:00,2023 - Week 24,1272_40250,CR2,STS
1272,40252,76.98,72.01,2023,2023-06,06/15/2023 00:00:00,2023,2023-06,06/18/2023 00:00:00,2023 - Week 25,1272_40252,CR2,STS
1272,40258,116.23,114.48,2023,2023-06,06/29/2023 00:00:00,2023,2023-07,07/04/2023 00:00:00,2023 - Week 27,1272_40258,CR2,STS
1272,40259,31.01,29.83,2023,2023-06,06/18/2023 00:00:00,2023,2023-06,06/20/2023 00:00:00,2023 - Week 25,1272_40259,CR2,STS
1272,40264,45.55,43.78,2023,2023-06,06/13/2023 00:00:00,2023,2023-06,06/15/2023 00:00:00,2023 - Week 25,1272_40264,CR2,STS
1272,40267,61.65,60.88,2023,2023-06,06/21/2023 00:00:00,2023,2023-06,06/24/2023 00:00:00,2023 - Week 26,1272_40267,CR2,STS
1272,40271,20.18,20.18,2023,2023-06,06/24/2023 00:00:00,2023,2023-06,06/25/2023 00:00:00,2023 - Week 26,1272_40271,CR2,STS
1272,40276,46.1,46.08,2023,2023-06,06/25/2023 00:00:00,2023,2023-06,06/27/2023 00:00:00,2023 - Week 26,1272_40276,CR2,STS
1272,40279,34.2,33.68,2023,2023-07,07/14/2023 00:00:00,2023,2023-07,07/15/2023 00:00:00,2023 - Week 29,1272_40279,CR2,STS
1272,40280,5.13,5.13,2023,2023-06,06/29/2023 00:00:00,2023,2023-06,06/29/2023 00:00:00,2023 - Week 27,1272_40280,CR2,STS
1272,40352,35.51,35.51,2023,2023-07,07/05/2023 00:00:00,2023,2023-07,07/06/2023 00:00:00,2023 - Week 28,1272_40352,CR2,STS
1272,40354,38.85,38.83,2023,2023-06,06/27/2023 00:00:00,2023,2023-06,06/29/2023 00:00:00,2023 - Week 27,1272_40354,CR2,STS
1272,40360,69.86,68.76,2023,2023-07,07/09/2023 00:00:00,2023,2023-07,07/12/2023 00:00:00,2023 - Week 28,1272_40360,CR2,STS
1272,40364,19.93,19.81,2023,2023-07,07/12/2023 00:00:00,2023,2023-07,07/13/2023 00:00:00,2023 - Week 29,1272_40364,CR2,STS
1272,40366,49.11,48.61,2023,2023-07,07/07/2023 00:00:00,2023,2023-07,07/09/2023 00:00:00,2023 - Week 28,1272_40366,CR2,STS
1272,40367,6.23,6.23,2023,2023-07,07/12/2023 00:00:00,2023,2023-07,07/12/2023 00:00:00,2023 - Week 28,1272_40367,CR2,STS
1272,40368,12.01,12.01,2023,2023-07,07/13/2023 00:00:00,2023,2023-07,07/14/2023 00:00:00,2023 - Week 29,1272_40368,CR2,STS
1272,40371,26.05,26.05,2023,2023-07,07/16/2023 00:00:00,2023,2023-07,07/17/2023 00:00:00,2023 - Week 29,1272_40371,CR2,STS
1272,40372,41.61,41.61,2023,2023-07,07/23/2023 00:00:00,2023,2023-07,07/25/2023 00:00:00,2023 - Week 30,1272_40372,CR2,STS
1272,40373,9.55,7.98,2023,2023-07,07/18/2023 00:00:00,2023,2023-07,07/19/2023 00:00:00,2023 - Week 29,1272_40373,CR2,STS
1272,40374,59.51,59.51,2023,2023-07,07/19/2023 00:00:00,2023,2023-07,07/22/2023 00:00:00,2023 - Week 30,1272_40374,CR2,STS
1272,40382,21.2,21.1,2023,2023-08,08/03/2023 00:00:00,2023,2023-08,08/04/2023 00:00:00,2023 - Week 32,1272_40382,CR2,STS
1272,40386,72.61,72.48,2023,2023-07,07/26/2023 00:00:00,2023,2023-07,07/29/2023 00:00:00,2023 - Week 31,1272_40386,CR2,STS
1272,40391,22.23,22.23,2023,2023-08,08/01/2023 00:00:00,2023,2023-08,08/02/2023 00:00:00,2023 - Week 31,1272_40391,CR2,STS
1272,40393,45.5,45.3,2023,2023-07,07/30/2023 00:00:00,2023,2023-08,08/01/2023 00:00:00,2023 - Week 31,1272_40393,CR2,STS
1272,40396,59.18,58.41,2023,2023-08,08/07/2023 00:00:00,2023,2023-08,08/10/2023 00:00:00,2023 - Week 33,1272_40396,CR2,STS
1272,40456,61.8,60.16,2023,2023-08,08/04/2023 00:00:00,2023,2023-08,08/07/2023 00:00:00,2023 - Week 32,1272_40456,CR2,STS
1272,40461,2.13,2.13,2023,2023-08,08/07/2023 00:00:00,2023,2023-08,08/07/2023 00:00:00,2023 - Week 32,1272_40461,CR2,STS
1272,40462,25.43,25.43,2023,2023-08,08/13/2023 00:00:00,2023,2023-08,08/14/2023 00:00:00,2023 - Week 33,1272_40462,CR2,STS
1272,40464,36.8,36.8,2023,2023-08,08/21/2023 00:00:00,2023,2023-08,08/22/2023 00:00:00,2023 - Week 34,1272_40464,CR2,STS
1272,40466,7.3,6.08,2023,2023-08,08/04/2023 00:00:00,2023,2023-08,08/04/2023 00:00:00,2023 - Week 32,1272_40466,CR2,STS
